Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Discovers 01,,,2018-12-18 17:27:57,2018-12-18 17:28:04,6.634s,FAILED
,,,,,,
Test Cases/Discover/01 Test Brad Pitt and Edward Norton ever been in a movie together,,,2018-12-18 17:27:58,2018-12-18 17:28:01,2.878s,PASSED
Statement - reqObj = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Discover/Movie Discover),,,2018-12-18 17:27:59,2018-12-18 17:27:59,0.052s,PASSED
Statement - params = new java.util.ArrayList(),,,2018-12-18 17:27:59,2018-12-18 17:27:59,0.005s,PASSED
"Statement - params.add(new com.kms.katalon.core.testobject.TestObjectProperty(api_key, com.kms.katalon.core.testobject.ConditionType.EQUALS, internal.GlobalVariable.apiKey))",,,2018-12-18 17:27:59,2018-12-18 17:27:59,0.049s,PASSED
"Statement - params.add(new com.kms.katalon.core.testobject.TestObjectProperty(with_people, com.kms.katalon.core.testobject.ConditionType.EQUALS, 287,819))",,,2018-12-18 17:27:59,2018-12-18 17:27:59,0.005s,PASSED
"Statement - params.add(new com.kms.katalon.core.testobject.TestObjectProperty(sort_by, com.kms.katalon.core.testobject.ConditionType.EQUALS, vote_average.desc))",,,2018-12-18 17:27:59,2018-12-18 17:27:59,0.004s,PASSED
Statement - reqObj.setRestParameters(params),,,2018-12-18 17:27:59,2018-12-18 17:27:59,0.055s,PASSED
Statement - resObj = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(reqObj),,,2018-12-18 17:27:59,2018-12-18 17:28:01,1.649s,PASSED
"Statement - theMovieDB.TheMovieDBCommon.printDataValue(resObj, ""Have Brad Pitt and Edward Norton ever been in a movie together"")",,,2018-12-18 17:28:01,2018-12-18 17:28:01,0.122s,PASSED
verifyElementPropertyValue,,,2018-12-18 17:28:01,2018-12-18 17:28:01,0.076s,PASSED
,,,,,,
Test Cases/Discover/02 Test The Best Drama,,,2018-12-18 17:28:01,2018-12-18 17:28:02,0.656s,PASSED
Statement - reqObj = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Discover/Movie Discover),,,2018-12-18 17:28:01,2018-12-18 17:28:01,0.014s,PASSED
Statement - params = new java.util.ArrayList(),,,2018-12-18 17:28:01,2018-12-18 17:28:01,0.001s,PASSED
"Statement - params.add(new com.kms.katalon.core.testobject.TestObjectProperty(with_people, com.kms.katalon.core.testobject.ConditionType.EQUALS, 287, 819))",,,2018-12-18 17:28:01,2018-12-18 17:28:01,0.001s,PASSED
