Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"Movie 03 Get Popular then Get Release Date, Recommendations, Translations, Videos, External IDs and Rate Movie",,,2018-12-18 17:22:11,2018-12-18 17:22:18,6.464s,PASSED
,,,,,,
Test Cases/Movie/12 Get Popular Get Release Dates,,,2018-12-18 17:22:12,2018-12-18 17:22:14,2.518s,PASSED
Statement - response1 = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Movies/Get Popular)),,,2018-12-18 17:22:12,2018-12-18 17:22:14,1.584s,PASSED
Statement - movieID = theMovieDB.Movie.getRandomMovie(response1),,,2018-12-18 17:22:14,2018-12-18 17:22:14,0.102s,PASSED
Statement - If (movieID != -1),,,2018-12-18 17:22:14,2018-12-18 17:22:14,0.292s,PASSED
,,,,,,
Test Cases/Movie/13 Get Popular Get Recommendations,,,2018-12-18 17:22:14,2018-12-18 17:22:15,0.655s,PASSED
Statement - response1 = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Movies/Get Popular)),,,2018-12-18 17:22:14,2018-12-18 17:22:15,0.176s,PASSED
Statement - movieID = theMovieDB.Movie.getRandomMovie(response1),,,2018-12-18 17:22:15,2018-12-18 17:22:15,0.003s,PASSED
Statement - If (movieID != -1),,,2018-12-18 17:22:15,2018-12-18 17:22:15,0.177s,PASSED
,,,,,,
Test Cases/Movie/14 Get Popular Get Translations,,,2018-12-18 17:22:15,2018-12-18 17:22:16,0.754s,PASSED
Statement - response1 = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Movies/Get Popular)),,,2018-12-18 17:22:15,2018-12-18 17:22:15,0.176s,PASSED
Statement - movieID = theMovieDB.Movie.getRandomMovie(response1),,,2018-12-18 17:22:15,2018-12-18 17:22:15,0.003s,PASSED
Statement - If (movieID != -1),,,2018-12-18 17:22:15,2018-12-18 17:22:16,0.256s,PASSED
,,,,,,
Test Cases/Movie/15 Get Popular Get Videos,,,2018-12-18 17:22:16,2018-12-18 17:22:16,0.653s,PASSED
Statement - response1 = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Movies/Get Popular)),,,2018-12-18 17:22:16,2018-12-18 17:22:16,0.157s,PASSED
Statement - movieID = theMovieDB.Movie.getRandomMovie(response1),,,2018-12-18 17:22:16,2018-12-18 17:22:16,0.002s,PASSED
Statement - If (movieID != -1),,,2018-12-18 17:22:16,2018-12-18 17:22:16,0.160s,PASSED
,,,,,,
Test Cases/Movie/16 Get Popular Get External IDs,,,2018-12-18 17:22:16,2018-12-18 17:22:17,0.628s,PASSED
Statement - response1 = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Movies/Get Popular)),,,2018-12-18 17:22:16,2018-12-18 17:22:17,0.203s,PASSED
Statement - movieID = theMovieDB.Movie.getRandomMovie(response1),,,2018-12-18 17:22:17,2018-12-18 17:22:17,0.003s,PASSED
Statement - If (movieID != -1),,,2018-12-18 17:22:17,2018-12-18 17:22:17,0.152s,PASSED
,,,,,,
Test Cases/Movie/17 Get Popular Rate Movie,,,2018-12-18 17:22:17,2018-12-18 17:22:18,0.651s,PASSED
Statement - response1 = theMovieDB.Movie.getPopular(),,,2018-12-18 17:22:17,2018-12-18 17:22:17,0.176s,PASSED
Statement - movieID = theMovieDB.Movie.getRandomMovie(response1),,,2018-12-18 17:22:17,2018-12-18 17:22:17,0.002s,PASSED
Statement - If (movieID != -1),,,2018-12-18 17:22:17,2018-12-18 17:22:18,0.173s,PASSED
