Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Discovers 01,,,2018-12-19 09:57:52,2018-12-19 09:57:58,6.124s,FAILED
,,,,,,
Test Cases/Discover/01 Test Brad Pitt and Edward Norton ever been in a movie together,,,2018-12-19 09:57:53,2018-12-19 09:57:55,2.393s,PASSED
Statement - reqObj = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Discover/Movie Discover),,,2018-12-19 09:57:54,2018-12-19 09:57:54,0.039s,PASSED
Statement - params = new java.util.ArrayList(),,,2018-12-19 09:57:54,2018-12-19 09:57:54,0.001s,PASSED
"Statement - params.add(new com.kms.katalon.core.testobject.TestObjectProperty(api_key, com.kms.katalon.core.testobject.ConditionType.EQUALS, internal.GlobalVariable.apiKey))",,,2018-12-19 09:57:54,2018-12-19 09:57:54,0.020s,PASSED
"Statement - params.add(new com.kms.katalon.core.testobject.TestObjectProperty(with_people, com.kms.katalon.core.testobject.ConditionType.EQUALS, 287,819))",,,2018-12-19 09:57:54,2018-12-19 09:57:54,0.002s,PASSED
"Statement - params.add(new com.kms.katalon.core.testobject.TestObjectProperty(sort_by, com.kms.katalon.core.testobject.ConditionType.EQUALS, vote_average.desc))",,,2018-12-19 09:57:54,2018-12-19 09:57:54,0.001s,PASSED
Statement - reqObj.setRestParameters(params),,,2018-12-19 09:57:54,2018-12-19 09:57:54,0.016s,PASSED
Statement - resObj = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(reqObj),,,2018-12-19 09:57:54,2018-12-19 09:57:55,1.511s,PASSED
"Statement - theMovieDB.TheMovieDBCommon.printDataValue(resObj, ""Have Brad Pitt and Edward Norton ever been in a movie together"")",,,2018-12-19 09:57:55,2018-12-19 09:57:55,0.070s,PASSED
verifyElementPropertyValue,,,2018-12-19 09:57:55,2018-12-19 09:57:55,0.060s,PASSED
,,,,,,
Test Cases/Discover/02 Test The Best Drama,,,2018-12-19 09:57:55,2018-12-19 09:57:56,0.567s,PASSED
Statement - reqObj = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Discover/Movie Discover),,,2018-12-19 09:57:56,2018-12-19 09:57:56,0.007s,PASSED
Statement - params = new java.util.ArrayList(),,,2018-12-19 09:57:56,2018-12-19 09:57:56,0.002s,PASSED
"Statement - params.add(new com.kms.katalon.core.testobject.TestObjectProperty(with_people, com.kms.katalon.core.testobject.ConditionType.EQUALS, 287, 819))",,,2018-12-19 09:57:56,2018-12-19 09:57:56,0.001s,PASSED
"Statement - params.add(new com.kms.katalon.core.testobject.TestObjectProperty(sort_by, com.kms.katalon.core.testobject.ConditionType.EQUALS, vote_average.desc))",,,2018-12-19 09:57:56,2018-12-19 09:57:56,0.001s,PASSED
Statement - reqObj.setRestParameters(params),,,2018-12-19 09:57:56,2018-12-19 09:57:56,0.003s,PASSED
Statement - myStr = reqObj.getRestUrl(),,,2018-12-19 09:57:56,2018-12-19 09:57:56,0.003s,PASSED
Statement - response1 = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(reqObj),,,2018-12-19 09:57:56,2018-12-19 09:57:56,0.144s,PASSED
"Statement - theMovieDB.TheMovieDBCommon.printDataValue(response1, ""Discover/Movie Discover"")",,,2018-12-19 09:57:56,2018-12-19 09:57:56,0.003s,PASSED
,,,,,,
Test Cases/Discover/03 Test TV Discover,,,2018-12-19 09:57:56,2018-12-19 09:57:56,0.419s,PASSED
sendRequest,,,2018-12-19 09:57:56,2018-12-19 09:57:56,0.124s,PASSED
,,,,,,
Test Cases/Discover/04 Test what movies are in theatres,,,2018-12-19 09:57:56,2018-12-19 09:57:57,0.612s,PASSED
Statement - reqObj = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Discover/Movie Discover),,,2018-12-19 09:57:57,2018-12-19 09:57:57,0.009s,PASSED
Statement - params = new java.util.ArrayList(),,,2018-12-19 09:57:57,2018-12-19 09:57:57,0.001s,PASSED
"Statement - params.add(new com.kms.katalon.core.testobject.TestObjectProperty(api_key, com.kms.katalon.core.testobject.ConditionType.EQUALS, internal.GlobalVariable.apiKey))",,,2018-12-19 09:57:57,2018-12-19 09:57:57,0.001s,PASSED
"Statement - params.add(new com.kms.katalon.core.testobject.TestObjectProperty(primary_release_date.gte, com.kms.katalon.core.testobject.ConditionType.EQUALS, 2018-12-01))",,,2018-12-19 09:57:57,2018-12-19 09:57:57,0.001s,PASSED
"Statement - params.add(new com.kms.katalon.core.testobject.TestObjectProperty(primary_release_date.lte, com.kms.katalon.core.testobject.ConditionType.EQUALS, 2018-12-17))",,,2018-12-19 09:57:57,2018-12-19 09:57:57,0.002s,PASSED
Statement - reqObj.setRestParameters(params),,,2018-12-19 09:57:57,2018-12-19 09:57:57,0.002s,PASSED
