Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
01 Discovers,,,2018-12-17 12:23:17,2018-12-17 12:23:23,5.698s,PASSED
,,,,,,
Test Cases/Discover/01 Test Brad Pitt and Edward Norton ever been in a movie together,,,2018-12-17 12:23:18,2018-12-17 12:23:20,2.348s,PASSED
Statement - reqObj = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Discover/Movie Discover),,,2018-12-17 12:23:18,2018-12-17 12:23:18,0.034s,PASSED
Statement - params = new java.util.ArrayList(),,,2018-12-17 12:23:18,2018-12-17 12:23:18,0.001s,PASSED
"Statement - params.add(new com.kms.katalon.core.testobject.TestObjectProperty(api_key, com.kms.katalon.core.testobject.ConditionType.EQUALS, internal.GlobalVariable.apiKey))",,,2018-12-17 12:23:18,2018-12-17 12:23:18,0.046s,PASSED
"Statement - params.add(new com.kms.katalon.core.testobject.TestObjectProperty(with_people, com.kms.katalon.core.testobject.ConditionType.EQUALS, 287,819))",,,2018-12-17 12:23:18,2018-12-17 12:23:18,0.001s,PASSED
"Statement - params.add(new com.kms.katalon.core.testobject.TestObjectProperty(sort_by, com.kms.katalon.core.testobject.ConditionType.EQUALS, vote_average.desc))",,,2018-12-17 12:23:18,2018-12-17 12:23:18,0.000s,PASSED
Statement - reqObj.setRestParameters(params),,,2018-12-17 12:23:18,2018-12-17 12:23:18,0.028s,PASSED
Statement - resObj = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(reqObj),,,2018-12-17 12:23:18,2018-12-17 12:23:20,1.516s,PASSED
"Statement - theMovieDB.TheMovieDBCommon.printDataValue(resObj, ""Have Brad Pitt and Edward Norton ever been in a movie together"")",,,2018-12-17 12:23:20,2018-12-17 12:23:20,0.117s,PASSED
verifyElementPropertyValue,,,2018-12-17 12:23:20,2018-12-17 12:23:20,0.072s,PASSED
,,,,,,
Test Cases/Discover/02 Test The Best Drama,,,2018-12-17 12:23:20,2018-12-17 12:23:21,0.621s,PASSED
Statement - reqObj = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Discover/Movie Discover),,,2018-12-17 12:23:21,2018-12-17 12:23:21,0.002s,PASSED
Statement - params = new java.util.ArrayList(),,,2018-12-17 12:23:21,2018-12-17 12:23:21,0.000s,PASSED
"Statement - params.add(new com.kms.katalon.core.testobject.TestObjectProperty(with_people, com.kms.katalon.core.testobject.ConditionType.EQUALS, 287, 819))",,,2018-12-17 12:23:21,2018-12-17 12:23:21,0.000s,PASSED
